date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:10	3504/3504	---M-Z	200	added ('OK')	text/html	date:Mon,%2031%20Jan%202022%2008:11:09%20GMT	https://ngytvn.net/index.php?id=f2I4bvZZ5P	C:/My%20Web%20Sites/yeuthuong/ngytvn.net/index3500.html	(from )
15:11:10	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2031%20Jan%202022%2008:11:10%20GMT	https://ngytvn.net/robots.txt		(from )
15:11:11	163873/163873	---M-Z	200	added ('OK')	text/css	etag:W/%2228021-7Ba9Gb9K6bwuIzasQJpQO7varK0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/yeuthuong/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
15:11:11	78129/78129	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213131-qF5oFiTJGhBqUUwx6s+A3oF7LMM%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/yeuthuong/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.bundle.min.js	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
15:11:12	4822/4822	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Nov%202021%2011:11:30%20GMT	https://ngytvn.net/views/style.css	C:/My%20Web%20Sites/yeuthuong/ngytvn.net/views/style.css	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
15:11:13	83981/83981	---M-Z	200	added ('OK')	text/css	etag:%22619c057b-44be%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	C:/My%20Web%20Sites/yeuthuong/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta3/css/all.min.css	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
15:11:13	71750/71750	---M-Z	200	added ('OK')	text/css	etag:%225f5628a2-11846%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/4.1.1/animate.min.css	C:/My%20Web%20Sites/yeuthuong/cdnjs.cloudflare.com/ajax/libs/animate.css/4.1.1/animate.min.css	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
15:11:15	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%22603e8adc-15d9d%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/yeuthuong/cdnjs.cloudflare.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
15:11:15	9454/9454	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Nov%202021%2008:00:06%20GMT	https://ngytvn.net/views/sun.svg	C:/My%20Web%20Sites/yeuthuong/ngytvn.net/views/sun.svg	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
15:11:16	9468/9468	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2022%20Nov%202021%2011:44:32%20GMT	https://ngytvn.net/views/bee.svg	C:/My%20Web%20Sites/yeuthuong/ngytvn.net/views/bee.svg	(from https://ngytvn.net/index.php?id=f2I4bvZZ5P)
